MENU NAME,SERVINGS,RECIPE TOTAL PRICE,RESTAURANT PRICE,SAVED MONEY,COOK STEP,MENU THEME,main_ing,total_ingredient,LEVEL,COOK TIME,MENU DESCRIPTION,RESTAURANT NAME,RESTAURANT MENU,url,total_ing_with_gram
튀김덮밥(텐동),2인분,"8,523","23,000","14,477","['STEP 1 : 새우는 깨끗이 씻어 머리와 내장, 껍질을 제거해주세요. 새우살 안쪽면에 칼집을 내어 곧게 펴주세요.', 'STEP 2 : 단호박은 껍질째 깨끗이 씻어, 속을 판 후 웨지모양으로 길게 잘라주세요. 연근은 껍질을 벗기고 0.5cm두께로 썰어주세요. 표고버섯은 밑동을 살짝 잘라주세요. 꽈리고추는 깨끗이 씻어주세요.', 'STEP 3 : 냄비에 가쓰오부시를 제외한 소스재료를 넣고 중불에서 약 3분간 끓이다가 가쓰오부시를 넣은 후 불을 끄고 체에 걸러주세요.', 'STEP 4 : 볼에 튀김옷 재료를 넣어 젓가락으로 덩어리가 지지 않게 저어주세요.\n(tip. 반죽을 탄산수로 만들게 되면 훨씬 바삭한 튀김을 만들 수 있어요. 탄산수 대신 맥주나 얼음을 넣어 만드셔도 좋아요)', 'STEP 5 : 물기를 제거한 생새우와 채소들에 튀김가루를 얇게 묻혀 털어낸 후, 섞어 놓은 튀김반죽을 입혀주세요.', 'STEP 6 : 170~180도로 달군 기름에 튀김옷을 입힌 새우와 야채들을 바삭하게 튀겨주세요.\n(tip. 새우와 채소를 튀길 때 젓가락으로 잡아 살짝 흔들어주세요. 그 때 생기는 튀김가루들을 붙여주면 튀김꽃이 핀 바삭한 튀김을 만들 수 있답니다)', 'STEP 7 : 그릇에 밥을 담은 후 소스를 2큰술 정도 둘러주세요. 튀겨낸 튀김들을 보기 좋게 얹어주세요.', 'STEP 8 : 튀김은 소스에 찍어 드셔도 좋고, 먹기 직전에 소스를 살짝 뿌려 드셔도 좋아요.']","['메인요리', '일식']","['생새우','밥','튀김가루']","['생새우','단호박','연근','깻잎','표고버섯','꽈리고추','김','밥','튀김가루','튀김가루','찬물','탄산수','달걀','간장','물','미림','설탕','다시마','가쓰오부시']",★★☆,45분,어떤 튀김부터 먹을까 행복한 고민이 돼요~ 하나씩 골라먹는 재미가 있는 튀김덮밥을 준비했답니다. 재료에는 없지만 평소 좋아했던 재료들을 튀겨내도 좋겠죠? 정성을 더한 가쓰오부시 소스도 꼭 곁들여주세요!,신야텐야,신야텐동,https://static.wtable.co.kr/image/production/service/recipe/719/23757871-daf5-4a3d-b6e3-87b0a975f8d8.jpg,"생새우 6마리,단호박 1/6개,연근 1/6개,깻잎 2장,표고버섯 2개,꽈리고추 4개,김 2장,밥 2공기,튀김가루 1/2컵,튀김가루 1컵,찬물 1/2컵,탄산수 1/2컵,달걀 1개,간장 4큰술,물 4큰술,미림 2큰술,설탕 2큰술,다시마(4*4cm) 1장,가쓰오부시 한줌"
티라미수 타르트,4인분,"12,068","64,000","51,932","['STEP 1 : 볼에 쿠키믹스, 달걀노른자, 버터, 우유를 넣고 핸드믹서 거품기로 가장 약한 단계에서 섞어주세요. \n(크림치즈, 달걀, 버터는 실온 상태에서 미리 30분 이상 꺼내 놓으세요.)', 'STEP 2 : STEP1의 반죽 재료를 비닐에 넣어 뭉쳐준 후 밀대로 밀어 타르트팬에 넣어주세요. \n(타르트팬에 미리 철판이형제를 발라주세요.)', 'STEP 3 : 포크로 모양을 낸 후 미리 예열한 180℃오븐에서 10-12분간 구운 후 식힘망에 올려 식혀주세요.', 'STEP 4 : 찬물에 젤라틴을 넣어 10분간 불려주세요.', 'STEP 5 : 볼에 크림치즈, 샤워크림을 넣고 핸드믹서 거품기로 가장 약한 단계에서 섞어주세요. \n설탕과 바닐라설탕을 넣고 가장 약한 단계에서 한 번 더 섞어주세요.', 'STEP 6 : STEP4의 녹인 젤라틴을 넣어 섞어주세요.', 'STEP 7 : 다른 볼에 생크림을 넣고 핸드믹서 거푼기로 가장 센 단계에서 부드러운 거품상태가 될 때까지 휘핑한 후 STEP6에 넣고 실리콘주걱으로 가볍게 섞은 후 오렌지술을 넣고 다시 한 번 섞어주세요.', 'STEP 8 : STEP3의 타르트팬에 STEP7의 필링을 1/2 넣고, 초코시트를 그 위에 올려주세요.\n빵솔을 이용하여 초코시트위에 시럽을 발라주세요.', 'STEP 9 : 남은 필링을 시트 위에 다 올린 후 스패츌러를 이용해 모양을 내주세요.', 'STEP 10 : 슈거파우더를 뿌리고 코코아가루를 뿌려 마무리해주세요.']","['간식', '베이킹']","['진저브레드쿠키믹스','초코시트']","['진저브레드쿠키믹스','달걀노른자','버터','우유','초코시트','물','설탕','커피술','코코아가루','슈거파우더','젤라틴','찬물','크림치즈','샤워크림','바닐라설탕','설탕','생크림','오렌지술']",★☆☆,100분,"고소하고 바삭한 타르트 위에 올리는 부드러운 티라미수! 
이탈리아를 대표하는 디저트인 티라미수는 '기분이 좋아지다'라는 의미를 가지고 있는데요. 촉촉하고 달콤한 티라미수 한 입이면 누구나 기분 좋은 행복감을 맛볼 수 있지 않을까요?

오늘은 티라미수 타르트로 달콤한 하루를 만들어보세요.",디마떼오,티라미수,https://static.wtable.co.kr/image/production/service/recipe/514/224d8f75-72b3-4323-ab6d-6cea909153a9.jpg,"진저브레드쿠키믹스 1개,달걀노른자 1개,버터 80g,우유 15ml,초코시트 1장,물 60ml,설탕 30g,커피술 1큰술,코코아가루 30g,슈거파우더 30g,젤라틴 1½ 작은술,찬물 3큰술,크림치즈 250g,샤워크림 100g,바닐라설탕 1개,설탕 60g,생크림 200ml,오렌지술 2작은술"
파기름 비빔면,2인분,"5,196","16,000","10,804","['Step 1 : 넓적당면은 물에 1시간 정도 미리 불려서 끓는 물에 데친 후 찬물에 헹군 뒤 체에 받쳐 준비해 주세요.', 'Step 2 : 쪽파는 송송 썰고, 오이는 가운데 씨를 빼고 어슷 썰고, 생강과 청양고추는 채 썰어 준비해 주세요.', 'Step 3 : 팬에 파기름을 넣고, 팔각과 생강으로 향을 낸 후 쪽파, 청양고추, 치킨파우더, 소금, 간장, 설탕을 넣고 끓여주세요.', 'Step 4 : 순서 1의 당면을 오이와 섞어 그릇에 담은 후 순서 3의 소스를 부어 비벼주세요.', '완성 : 마른 고추 후레이크와 참기름을 얹어 완성해주세요.\r\n\r\n*Tip. 파기름의 향을 진하게 내고 싶다면, 파를 더 넣어 한 번 더 끓여주세요~']",['중식'],"['중국 당면','쪽파']","['중국 당면','오이','쪽파','팔각','생강','청양고추','파기름','참기름','치킨파우더','소금','간장','설탕','마른 고추 후레이크']",★☆☆,25분,넓적하고 두툼한 중국 당면에 고소하고 향금한 파기름 소스를 부어 만든 독특한 중화식 면요리랍니다.,홍제동30년우동국수,비빔면,https://static.wtable.co.kr/image/production/service/recipe/1223/1536f12d-0f7e-43fa-99df-2370392989ba.jpg,"중국 당면 반 줌(100g),오이 ½개,쪽파 3뿌리,팔각 1개,생강 1개,청양고추 2개,파기름 ½컵,참기름 1작은술,치킨파우더 1큰술,소금 약간,간장 1작은술,설탕 1작은술,마른 고추 후레이크 약간"
파스타샐러드,2인분,"2,480","17,000","14,520","['STEP 1 : 오이는 반달 모양으로 썰고 방울토마토, 블랙올리브는 이등분합니다. 잎채소는 먹기 좋은 크기로 자른 후 찬물에 담갔다 물기를 제거해주세요.', 'STEP 2 : 끓는 물에 굵은 소금과 올리브오일 1큰술을 넣고 파스타를 10분간 삶은 후 체에 밭쳐 물기를 뺀다. 파스타에 올리브오일 1큰술을 넣어 버무린 후 식혀둔다.', 'STEP 3 : 볼에 파스타와 STEP1을 넣고 드레싱 재료를 잘 섞어서 뿌린 후 가볍게 버무려줍니다.', 'STEP 4 : 완성된 요리를 그릇에 담고 파르메산치즈를 뿌려줍니다.']","['초대요리', '양식', '간단요리']",['파스타'],"['파스타','오이','방울토마토','블랙올리브','샐러드용 잎채소','올리브오일','굵은 소금','파르메산치즈','스위트칠리소스','간장','올리브오일','식초','소금','후추']",★☆☆,15분,나비넥타이처럼 귀여운 모양의 파스타인 파르팔레(farfalle)는 이탈리아어로 ‘나비(farfalla)’를 의미하는 단어에서 유래했답니다. 사이사이에 드레싱이 잘 스며들어 차가운 샐러드에 토핑으로 함께 넣으면 잘 어울린답니다. 맛도 좋고 포크로 하나씩 콕 찍어 먹는 재미도 있지요. 탱글탱글한 파스타와 아삭한 채소를 섞고 치즈가루를 솔솔 뿌려 맛있는 샐러드를 완성해보세요.,베르데비앙,이탈리안 파스타 샐러드,https://static.wtable.co.kr/image/production/service/recipe/144/215327b9-760d-4284-935a-b90a3d901870.jpg,"파스타 1 ½컵,오이 1/2개,방울토마토 6개,블랙올리브 5개,샐러드용 잎채소 약간,올리브오일 2큰술,굵은 소금 1/2큰술,파르메산치즈 약간,스위트칠리소스 4큰술,간장 1큰술,올리브오일 1큰술,식초 1큰술,소금 한 꼬집,후추 약간"
파채불고기,2인분,"6,650","22,000","15,350","['Step 1 : 소고기는 물에 30분 정도 담가 핏물을 제거해주세요.\r\n\r\n*Tip. 불고기용 소고기는 얇아서 오랫동안 핏물을 빼지 않아도 된답니다!', 'Step 2 : 양파, 당근은 채 썰고 대파는 길이 7~8cm, 두께 0.5cm 크기로 채 썰어주세요.', 'Step 3 : 배는 껍질을 벗기고 믹서에 곱게 간 뒤 소고기에 넣어주세요.\r\n\r\n*Tip. 혹시 배가 없다면 배 음료 80g을 넣어주세요.', 'Step 4 : 진간장, 국간장을 넣고 골고루 섞어주세요.', 'Step 5 : 순서 4에 올리고당, 후추, 설탕, 마늘, 맛술을 넣고 잘 버무린 뒤 냉장고에서 30분 정도 숙성시키고 꺼내 기름을 두르지 않은 팬에 넣고 센불로 5분 정도 볶아주세요.\r\n\r\n*Tip. 센불에서 빠르게 익히는 게 중요하고 너무 자주 뒤섞지 않는 게 좋아요!', 'Step 6 : 양파, 당근을 넣고 당근이 익을 때까지 2분 정도 볶아주세요.', '완성 : 볶은 불고기 위에 채 썬 대파를 올려서 맛있게 즐겨보세요!']",['한식'],"['소고기(설도)','대파']","['소고기','양파','당근','대파','배','진간장','국간장','올리고당','후추','설탕','다진 마늘','맛술']",★☆☆,35분,간장양념을 넣은 불고기는 짭짤하면서 단맛이 특징이지만 고기에 기름기가 많을 경우 그 맛이 느끼할 때도 있지요. 그럴 때 얇게 자른 파채를 더해주면 아삭한 식감과 시원한 맛이 잘 어우러진답니다~ 불고기와 파채를 함께 볶아도 좋지만 따로 파채를 곁들여 먹으면 향도 더 좋고 더 맛있게 즐길 수 있어요!,돌다리집,파불고기,https://static.wtable.co.kr/image/production/service/recipe/1531/d3b75561-96b5-4841-9ce3-5a9bdf5128cc.jpg,"소고기(설도) 300g,양파 80g,당근 30g,대파 100g,배 ½개,진간장 5큰술,국간장 1큰술,올리고당 1큰술,후추 1작은술,설탕 2큰술,다진 마늘 1큰술,맛술 1큰술"
파티초밥,2인분,"6,091","30,000","23,909","['STEP 1 : 단무지는 먹기 좋은 길이로 자르고 크래미, 오이, 파프리카는 채를 썰어주세요. 아보카도는 반으로 잘라 씨를 뺀 후 껍질을 벗겨 먹기 좋은 크기로 썰어주세요.', 'STEP 2 : 달걀은 약간의 소금을 넣고 지단을 부쳐 도톰하게 채썰고, 김은 살짝 구운 후 6등분으로 잘라주세요.', 'STEP 3 : 배합초 재료를 섞어 전자레인지에서 설탕이 녹을 때까지 1분정도 돌린 후, 고슬하게 지은 밥에 넣고 주걱으로 가르듯이 빠르게 섞어 주세요.', 'STEP 4 : 간장소스 재료를 섞어주세요.', 'STEP 5 : 접시에 준비된 재료를 담고, 김, 밥과 함께 기호에 따라 원하는 재료를 넣고 싼 후 간장소스를 곁들여주세요.']",['초대요리'],['밥'],"['밥','크래미','단무지','당근','오이','달걀','아보카도','파프리카','무순','김','식초','설탕','소금','간장','물','연와사비']",★★☆,30분,"다양한 재료들로 개성있는 초밥을 만들어 먹는 레시피예요. 초대요리와 홈파티, 색다른 도시락으로 활용할 수도 있답니다. 복잡한 조리과정 없이 재료를 다듬기만 하면 근사하게 완성돼요. 좋은 날을 특별하게, 평범한 날도 소중하게 만들어주는 레시피예요.",다래횟집,생선초밥,https://static.wtable.co.kr/image/production/service/recipe/329/3040038c-8d96-4cd9-b9d7-4ab7b4201a3e.jpg,"밥 2공기,크래미 3줄,단무지 4줄,당근 1/3개,오이 1개,달걀 2개,아보카도 1개,파프리카 1/2개,무순 1/2팩,김 4장,식초 2큰술,설탕 1큰술,소금 1작은술,간장 2큰술,물 1/2큰술,연와사비 약간"
파프리카연어샐러드,1인분,"2,958","15,000","12,042","['Step 1 : 파프리카, 사과는 곱게 채를 썰고 양상추는 한입 크기로 뜯어주세요.', 'Step 2 : 훈제연어는 키친타월로 눌러 기름기를 제거한 후 레몬즙을 뿌려 비린 맛을 없애고 먹기 좋은 크기로 썰어주세요.', 'Step 3 : 분량의 드레싱 재료를 잘 섞어주세요.', '완성 : 그릇에 순서 1, 2를 담고 드레싱을 뿌려내면 완성이예요!']","['메인요리', '키토']","['빨간 파프리카','노란 파프리카','훈제연어']","['빨간 파프리카','노란 파프리카','사과','양상추','훈제연어','레몬즙','다진 양파','사과식초','올리브유','설탕','소금, 후춧가루']",★☆☆,20분,수분이 풍부한 파프리카를 가늘게 채를 썰면 두껍게 썰 때와는 또 다른 부드러운 식감이 납니다. 아삭하면서도 고소한 양상추와 함께 요리하면 입안 가득 생채소의 신선함을 느낄 수 있지요. 여기에 스모키한 훈제연어를 더해 맛과 영양이 조화로운 샐러드를 만들어 보았어요. 함께해 보실까요?,렌위치,구운연어 샐러드,https://static.wtable.co.kr/image/production/service/recipe/1591/7da40a50-94ed-4a74-9d2a-5f4a387fe93a.jpg,"빨간 파프리카 ¼개,노란 파프리카 ¼개,사과 ½개,양상추 8장,훈제연어 3~4조각,레몬즙 약간,다진 양파 4큰술,사과식초 3큰술,올리브유 2큰술,설탕 1큰술,소금, 후춧가루 약간"
파프리카참치스푼샐러드,2인분,"4,057","15,000","10,943","['Step 1 : 파프리카와 오이는 델큐브 참치 크기로 썰어주세요. 쌈채소는 깨끗이 씻어 물기를 빼고 한입 크기로 뜯어주세요.', 'Step 2 : 분량의 드레싱 재료를 잘 섞어주세요.', '완성 : 순서 1과 델큐브 참치에 드레싱을 잘 버무리면 완성이랍니다!']",['간단요리'],"['빨간 파프리카','노란 파프리카','델큐브 참치']","['빨간 파프리카','노란 파프리카','오이','델큐브 참치','쌈채소 ','플레인 요거트','설탕','물','카레가루','굵은 후춧가루']",★☆☆,15분,"깍둑썰기 한 파프리카와 큐브 참치를 숟가락으로 떠먹으면 포크로 먹는 것보다 더 쉽게 부담 없이 먹을 수 있습니다. DHA가 풍부한 참치를 곁들여 영양의 균형을 맞추고 신선한 쌈채소도 곁들여 봤어요. 플레인요거트를 베이스로 한 드레싱에 면역력을 키워주는 강황이 풍부한 카레가루를 살짝 더하니 독특하면서도 쉽게 질리지 않는 맛이 되었네요. 독특한 드레싱과 샐러드, 함께 만들어 보실까요?",토스토리,참치 샐러드,https://static.wtable.co.kr/image/production/service/recipe/1593/0ba2685b-917f-4dae-ba5a-d3884c546108.jpg,"빨간 파프리카 ½개,노란 파프리카 ½개,오이 1개,델큐브 참치 1캔,쌈채소 (상추, 로메인상추) 20g,플레인 요거트 4큰술,설탕 1큰술,물 1큰술,카레가루 ¼작은술,굵은 후춧가루 약간"
팥빙수,4인분,"11,417","32,700","21,283","['Step 1 : 아이스큐브에 우유를 넣어 냉동실에서 5시간 이상 얼려주세요.', 'Step 2 : 팥은 깨끗이 씻어 5시간 정도 불린 후 냄비에 불린 팥과 팥이 잠길 정도의 물을 넣고 끓여주세요. 물이 끓으면 물을 따라 버리고 팥을 물에 한번 헹궈주세요.\r\n(tip. 팥의 양은 팥빙수를 4번 정도 해 먹을 수 있는 양이에요)', 'Step 3 : 냄비에 팥과 물을 넣어 팥이 익을 때까지 1시간 정도 끓여주세요.', 'Step 4 : 팥이 익으면 설탕과 소금을 넣고 저어가며 졸여주세요. 졸인 팥은 냉장실에서 차게 식혀주세요.\r\n(tip. 팥을 손으로 눌렀을 때 부드럽게 으깨질 때까지 익혀주세요)\r\n(tip. 물기가 약간 자작하게 남아있을 때 불을 끄면 팥빙수에 올리기 좋은 질감으로 굳어요)', 'Step 5 : 아이스큐브에서 우유얼음을  빼 낸 후 블렌더에 넣어 곱게 갈아주세요.', 'Step 6 : 빙수 그릇에 담고 팥과 연유, 빙수 떡을 올려주세요.\r\n(tip. 기호에 따라 미숫가루, 과일, 아이스크림을 올려 드셔도 맛있답니다)']",['간식'],"['팥','우유']","['팥','우유','연유','설탕','소금','물','빙수떡']",★★☆,100분,"추억을 떠오르게 만드는 시원하고 달콤한 맛, 팥빙수! 빙수들의 진화 속에서도 여전히 압도적 인기를 차지하는 넘버원 오리지널이죠. 집에서 팥빙수를 직접 만들어 먹으면 당도와 식감까지 조절할 수 있는 장점이 있답니다. 블렌더를 이용하면 쉽고 빠르게 만들 수 있으니 꼭 한번 도전해 보세요~ *본 레시피는 브라운 초고속 블렌더를 이용한 레시피입니다.",설빙,팥인절미설빙,https://static.wtable.co.kr/image/production/service/recipe/2204/0983b0f5-ba8c-4f92-a55d-ff5028d9383c.jpg,"팥 2컵,우유 4컵,연유 6큰술,설탕 2/3컵,소금 1/2작은술,물 10컵,빙수떡(생략 가능) 약간"
페타치즈올리브오이샐러드,1인분,"5,257","12,000","6,743","['Step 1 : 오이는 송송 썰고 양상추잎과 치커리는 한입 크기로 뜯어주세요. 올리브는 편으로 썰고 방울토마토는 2등분 해주세요.', 'Step 2 : 양파는 굵게 다져 페타치즈와 골고루 섞어주세요.', 'Step 3 : 분량의 드레싱 재료를 잘 섞어주세요.', '완성 : 그릇에 순서 1, 2를 담고 드레싱을 골고루 뿌려낸 뒤 맛있게 즐겨보세요!']",['메인요리'],"['오이','페타치즈']","['오이','쌈채소 ','블랙올리브','방울토마토','양파','페타치즈','페타치즈 오일','발사믹식초','설탕','소금','굵은 후춧가루']",★☆☆,20분,"지중해식 샐러드는 오이, 양파, 토마토 등 해독 효과가 뛰어난 생채소와 불포화지방산을 함유한 올리브유를 곁들여 세계적으로 건강 식단으로 손꼽힙니다. 페타치즈는 각종 향신료와 오일에 재워놓아 풍미가 좋고, 포슬포슬한 특유의 식감이 있어 샐러드에 넣으면 색다르게 즐길 수 있답니다! ",요츠야,참깨 오이 샐러드,https://static.wtable.co.kr/image/production/service/recipe/1595/690e0dbb-7852-40f3-bf2b-4f6ecbd0dac1.jpg,"오이 1개,쌈채소 (양상추잎, 치커리) 약간,블랙올리브 2개,방울토마토 2개,양파 ¼개,페타치즈 ½컵,페타치즈 오일 2큰술,발사믹식초 4큰술,설탕 ¼작은술,소금 ⅛작은술,굵은 후춧가루 약간"
필리치즈샌드위치,2인분,"5,457","13,600","8,143","['STEP 1 : 쇠고기는\xa0고기\xa0밑간\xa0재료를\xa0넣어\xa05분\xa0정도\xa0밑간을\xa0해주세요. 양파와\xa0피망은\xa06cm 길이로\xa0채썰어주세요. 콜비잭치즈는\xa0얇게\xa0슬라이스해주세요.', 'STEP 2 : 달군\xa0팬에\xa0버터를\xa0바른\xa0후\xa0핫도그\xa0빵을\xa0앞뒤로\xa0노릇하게\xa0구워주세요.', 'STEP 3 : 달군 팬에 오일을 두른 후 양파와 피망에 소금, 후춧가루를 뿌리고 중불에서 5분 정도 볶아 그릇에 덜어주세요.', 'STEP 4 : 달군\xa0팬에\xa0밑간한\xa0쇠고기를\xa03분\xa0정도\xa0볶아주세요. 볶아둔\xa0야채를\xa0넣어\xa0같이\xa0볶아주세요.', 'STEP 5 : 콜비잭치즈를\xa0올린\xa0후\xa0치즈가\xa0녹을\xa0정도로\xa0뚜껑을\xa0닫고\xa03분\xa0정도\xa0익혀주세요. 빵\xa0안쪽에\xa0볶은\xa0고기를\xa0넣어\xa0완성해주세요.\n(기호에\xa0따라\xa0모짜렐라\xa0치즈\xa0등을\xa0추가로\xa0넣어서\xa0만들어드셔도\xa0좋아요.)']","['양식', '안주', '간식']","['쇠고기 불고기용','핫도그 빵','콜비잭치즈']","['쇠고기 불고기용','양파','피망','소금','후춧가루','핫도그 빵','식용유','콜비잭치즈','올리브오일','소금','후춧가루','파프리카 파우더']",★☆☆,25분,필라델피아를 대표하는 음식! 필리 치즈 샌드위치! 필라델피아 사람들은 자기 고장을 필리라고 줄여 부르기 때문에 필리 치즈 샌드위치라는 이름이 되었어요. 필리 치즈 샌드위치는 1930년대 미국 펜실베니아주 필라델피아에서 탄생했는데요. 긴 빵에 얇게 썬 소고기와 치즈를 넣어 만드는 것이 특징이랍니다. 소고기와 콜비잭 치즈가 잘 어울리는 샌드위치예요. 시원한~맥주와 함께라면 더욱 잘 어울리는 필리 치즈 샌드위치랍니다.,아미아스,햄 치즈 샌드위치,https://static.wtable.co.kr/image/production/service/recipe/855/eab79c7a-be2a-487a-8208-d72d59c2033d.jpg,"쇠고기 불고기용 200g,양파 ½개,피망(빨강, 초록) ½개씩,소금 약간,후춧가루 약간,핫도그 빵 2개,식용유 약간,콜비잭치즈 60g,올리브오일 1큰술,소금 약간,후춧가루 약간,파프리카 파우더 약간"
함박스테이크,2인분,"12,432","24,000","11,568","['Step 1 : 달군 팬에 버터를 넣고 다진 양파와 간 마늘을 넣어 볶다가 소금, 후춧가루로 간을 해 볶아주세요. 볶아진 양파는 접시에 덜어 한 김 식혀주세요.', 'Step 2 : 다진 쇠고기에 볶은 양파, 케찹, 우스터소스를 넣고 섞은 후 달걀을 넣고 손으로 반죽해 주세요. 반죽이 질어지면 빵가루를 넣고 반죽해 주세요.\r\n(tip. 빵가루는 2~3번에 나누어 넣으며 고기 반죽 농도를 맞춰주세요 고기 반죽이 찰기가 돌면서 잘 뭉쳐지는 정도가 좋아요)', 'Step 3 : 고기 반죽을 2등분 하여 두께 3cm 정도로 둥글게 빚어 내열 용기에 담고 가운데는 살짝 눌러주세요.', 'Step 4 : 법랑 접시에 내열 용기를 올려 1단에 넣고 광파오븐 수동 요리 <스팀 오븐>에서 220도로 20분간 구운 후 오븐 안에 10분간 두세요.', 'Step 5 : 달군 팬에 버터와 양파를 넣고 볶은 후 양파가 투명해지면 케찹, 설탕, 우스터소스를 넣고 볶다가 물을 붓고 졸여 소스를 완성해 주세요.\r\n(tip. 우스터소스 대신 진간장을 사용해도 좋아요.)', 'Step 6 : 구워진 함박스테이크를 접시에 담고 소스를 올린 후 가니쉬를 곁들여 맛있게 즐겨주세요.']",['오븐 요리'],"['다진 쇠고기','다진 돼지고기']","['다진 쇠고기','다진 돼지고기','다진 양파','달걀','간 마늘','버터','빵가루','케첩','우스터소스','소금','후춧가루','버터','양파','케첩','우스터소스','설탕','후춧가루','물','달걀 후라이','구운 채소']",★★☆,40분,"다진 고기를 반죽해 구워낸 함박스테이크, 두툼한 패티에 부드러운 식감, 아이도 어른도 모두 좋아할 메뉴랍니다.

*본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다.",헤비스테이크,더블함박스테이크,https://static.wtable.co.kr/image/production/service/recipe/2018/fa69bf47-0680-4e4f-8608-042260d95d94.jpg,"다진 쇠고기 200g,다진 돼지고기 100g,다진 양파 100g,달걀 1개,간 마늘 1큰술,버터 2큰술,빵가루 30g,케첩 1큰술,우스터소스 1큰술,소금 1작은술,후춧가루 약간,버터 2큰술,양파 1개(200g),케첩 2큰술,우스터소스 2큰술,설탕 1큰술,후춧가루 약간,물 4큰술,달걀 후라이 2개,구운 채소(생략 가능) 약간"
해물 볶음 짬뽕,2인분,"5,930","20,000","14,070","['Step 1 : 양파, 호박, 죽순, 대파는 채 썰고, 목이버섯은 뜨거운 물에 담가 불린 뒤 청경채와 함께 먹기 좋게 썰어놓습니다.', 'Step 2 : 오징어는 안쪽에 칼집을 넣어 채 썰고, 새우는 등 부분의 내장을 제거하고 손질하여 홍합과 함께 준비해 주세요.', 'Step 3 : 팬에 식용유를 두르고 다진 마늘, 다진 생강, 대파를 두반장과 함께 볶아 향을 내주세요.', 'Step 4 : 순서 3에 1의 채소를 넣어 볶으면서 고춧가루를 넣고 채소에 잘 흡수되도록 계속 볶아주세요.', 'Step 5 : 순서 4에 물을 붓고 2의 해물을 넣어 끓여주세요. 육수가 잘 끓어오르면 분량의 물, 치킨파우더, 굴소스, 설탕, 소금, 후춧가루 를 넣어 양념을 해주세요.', '완성 : 순서 5에 잘 삶아서 찬물로 헹군 생면을 넣고 물전분으로 농도를 맞춘 후 참기름을 넣어 완성해 주세요. 기호에 맞게 부추를 함께 곁들이면 좋답니다.\r\n\r\n*Tip. 생면은 소스에 한 번 더 볶기 때문에 살짝 덜 삶아 찬물에 씻어 물기를 빼놓는 게 좋아요!']",['중식'],"['생면','청경채','양파','애호박']","['생면','청경채','양파','애호박','죽순','목이버섯','대파','오징어','중새우','홍합','식용유','다진마늘','다진생강','두반장','고운 고춧가루','물전분','물','치킨파우더','설탕','굴소스','소금,후춧가루','참기름']",★★☆,30분,국물 없이 진하게 볶아내어 해산물의 감칠맛과 매콤한 양념맛이 입맛을 사로잡는 해물 볶음 짬뽕 요리랍니다. ,은하루,짬뽕,https://static.wtable.co.kr/image/production/service/recipe/1220/8d0908bd-24e2-4e6e-982d-2c0b5594c4a8.jpg,"생면 한 줌(200g),청경채 2개,양파 ⅓개,애호박 ⅕개,죽순 30g,목이버섯 1개,대파 약간,오징어 ⅓마리,중새우 4마리,홍합 6개,식용유 1과 ½큰술,다진마늘 1작은술,다진생강 ¼작은술,두반장 1작은술,고운 고춧가루 1큰술,물전분 1과 ½큰술,물 1컵,치킨파우더 ½작은술,설탕 ½작은술,굴소스 ½큰술,소금,후춧가루 약간씩,참기름 1작은술"
