name,steps,tags,style,main_ing,total_ingredient,description
해물순두부찌개,"[' 바지락조개는 소금물에 담가 해감하고, 오징어는 껍질을 벗겨 먹기 좋게 썰어주세요. 새우는 수염을 자르고 나무 꼬치로 내장을 빼주세요. 김치는 잘게 썰고, 홍고추와 고추, 대파는 어슷하게 썰어주세요.',' 냄비에 고추기름과 고춧가루를 넣은 후 손질한 해물, 김치를 넣어 3분 정도 볶아주세요.',' 물 3컵을 넣고 5분 정도 중불로 끓이다가 수저로 순두부를 큼직하게 떠 넣어주세요. 양념재료, 홍고추, 고추, 대파를 넣어 3분 정도 더 끓여주세요.',' 마지막에 달걀을 넣어 드시면 더욱 맛있어요. (부족한 간은 소금을 넣어 가감해주세요.)']",['메인요리'],2~3인분,"['순두부','바지락조개']","['순두부','바지락조개','오징어','새우','신김치','대파','홍고추','고추','고추기름','고춧가루','맛술','새우젓','다진마늘','소금','후추']","찌개 가운데에 자리잡은 노른자에 한 번, 해물들 사이 뽀얀 순두부에 또 한 번- 군침 도는 해물 순두부찌개를 올려봐요. 후후 불어 먹어야 하지만 급한 마음에 후루룩 먹게 되는 마성의 찌개죠. 시원하고 칼칼한 국물을 먹다 보면 몽글몽글 맺힌 땀과 함께 스트레스도 달아난답니다. "
부대찌개,"[' 두부는 큼직하게 자르고, 김치는 약간의 소를 털어낸 후 먹기 좋게 썰어주세요. 대파는 어슷썰고, 양파는 굵게 채를 썰어주세요.',' 햄과 소시지는 먹기 좋게 자른 후 체에 밭쳐 끓는 물을 살짝 부어 기름기를 제거해주세요. 다진쇠고기는 양념에 10분 정도 재워주세요.',' 냄비에 햄, 소시지, 대파, 김치, 양파, 두부, 다진쇠고기, 베이크드빈스를 돌려 담고 양념재료를 섞어 올린 후 사골육수를 부어 5분 정도 끓여주세요.',' 라면사리와 치즈를 넣고 라면이 익을 때까지 조금 더 끓여주세요.',' 약불에서 취향에 맞게 국물을 졸여가며 즐겨주세요.']",['메인요리'],4인분,"['햄(작은 사이즈)','소시지','다진쇠고기','베이크드빈스']","['햄','소시지','다진쇠고기','베이크드빈스','떡국용 떡','두부','대파','양파','김치','체더치즈 슬라이스','시판 사골육수','라면사리','간장','맛술','다진마늘','후추','고춧가루','고추장','국간장','다진마늘','소금','후추']","부대찌개는 미군부대에서 나온 음식을 모아 만들어 붙여진 이름인데요~ 아이들과 어른들까지 좋아하는 분들이 참 많죠. 라면 건져 먹고, 소시지도 골라 먹고, 재료의 맛이 배인 국물과 밥까지 비벼 먹으면 행복 그 자체인 요리 같아요. 가족들이 좋아하는 재료를 넣어 우리집만의 부대찌개를 만들어보세요."
육전,"[' 쇠고기는 키친타올에 올려 핏물을 뺀 후 약간의 소금, 후추를 뿌리고 참기름을 발라 밑간 해주세요.',' 영양부추를 나눠 고기 고명용은 1cm 길이로 썰고, 샐러드용은 5cm 길이로 썰어주세요. 양파는 얇게 채를 썰어주세요.',' 밑간한 쇠고기에 부침가루 묻혀 탁탁 털어낸 후, 풀어놓은 달걀물을 입혀주세요.',' 달군 팬에 약간의 기름을 두르고, 쇠고기를 올려 달걀이 익을 정도로만 앞뒤로 살짝 익혀주세요.',' 썰어 준비한 영양부추와 양파는 먹기직전에 와사비간장드레싱을 부어 육전과 곁들여주세요.']","['메인요리', '안주', '초대요리']",4인분,['쇠고기(홍두깨 또는 채끝)'],"['쇠고기','부침가루','달걀','영양부추','양파','간장','식초','올리고당','설탕','와사비']",소고기의 깊은 맛이 살아있는 육전은 누구나 좋아하는 담백한 맛을 자랑하는데요~ 전을 부쳐 내기가 무섭게 입으로 쏙쏙 들어가는 매력적인 전이랍니다. 주로 전라도에서 즐기는 육전은 만들기도 간편해 명절 음식으로 올리거나 손님상에 올리기도 좋은 메뉴예요.
매운쇠고기갈비찜,"[' 갈비는 찬물에 1시간정도 담가 핏물을 빼고, 끓는 물에 살짝 데친 후 물에 헹궈 불순물을 제거해주세요.',' 냄비에 갈비와 고기 삶는 재료를 넣고 1시간정도 삶아 건져낸 후, 힘줄과 기름을 제거하고 양념장 재료와 섞어 버무려주세요. (갈비 삶은 국물은 체에 걸러 준비해주세요.)',' 무와 당근은 한입크기로 자른 후 모서리를 둥글게 다듬고, 가래떡은 먹기 좋은 크기로 잘라주세요. 표고버섯은 3등분으로 자르고 청양고추와 대파는 어슷하게 썰어주세요.',' 냄비에 양념한 갈비와 갈비 삶은 국물 2컵, 무, 당근을 넣고 20분정도 끓여주세요.',' 무와 당근이 익으면 표고버섯, 가래떡, 청양고추, 대파를 넣어 5분정도 더 끓여주세요.',' 마지막으로 송송 썬 실파와 깨를 뿌려주세요.']","['초대요리', '메인요리', '안주']",4인분,['쇠고기 갈비'],"['쇠고기 갈비','무','표고버섯','당근','청양고추','대파','가래떡','물','대파','마늘','양파','건고추','통후추','간장','고춧가루','맛술','올리고당','설탕','다진마늘','생강즙','후추']",한국 사람 하면 ‘밥심’인데요~ 그 밥심에 가장 잘 어울리는 메뉴가 갈비찜이라고 생각돼요. 맛깔나는 양념을 품은 풍성한 고기와 재료들이 언제 먹어도 맛있답니다. 명절에는 물론 별미로 활용할 수 있는 매운 쇠고기 갈비찜! 아내의 식탁 레시피로 정성 담아 완성해보세요. 
김치비빔국수,"[' 김치는 굵게 다져 양념재료와 섞어주세요. 오이는 채썰고, 삶은달걀은 이등분으로 잘라주세요.',' 끓는 물에 중면을 펼쳐 넣고, 면끼리 달라붙지 않도록 젓가락으로 저어주세요. 물이 끓어오르면 찬물 반 컵을 3~4회 반복해서 부어 국수를 삶아주세요.',' 흐르는 찬물에 중면을 여러 번 씻어 전분기를 없애고, 동그랗게 말아 채반에 밭쳐 물기를 빼주세요.',' 김치를 넣은 양념장에 삶은 면을 넣고 고루 버무려주세요.',' 접시에 비빔국수를 담고 삶은 달걀과 오이채, 깨를 올려주세요.']",['메인요리'],2인분,"['신김치','중면']","['신김치','중면','오이','삶은달걀','깨','고추장','식초','올리고당','간장','설탕','맛술','참기름','후추']","따뜻한 국물에 폭 담긴 잔치국수도 좋지만, 보기만해도 입맛 당기는 비빔국수도 매력있죠. 특별한 재료가 없어도 쫑쫑 썰어 올려진 신김치가 감칠맛을 더해요. 소담스럽게 담아 식탁에 올리면 김치비빔국수 하나만으로도 꽉찬 한끼가 된답니다."
열무국수,"[' 냄비에 멸치다시마 국물재료(또는 멸치국물내기 티백)를 넣어 끓어오르면, 다시마를 건져내고 중불에서 5분 정도 끓여주세요.',' 체에 거른 열무김치 국물과 국물양념 재료(김치의 숙성 정도에 따라 식초양 가감)를 멸치다시마 육수와 섞은 후 지퍼백에 넣고 냉동실에 살짝 얼려주세요.',' 열무김치는 먹기 좋은 크기로 썰고, 오이는 반으로 가른 후 어슷하게 썰어주세요. 삶은달걀은 이등분으로 잘라주세요.',' 끓는물에 중면을 펼쳐 넣은 후 젓가락으로 저어 면끼리 달라붙지 않도록 해주세요. 물이 끓어오르면 찬물 반 컵을 3~4회 반복해서 부어 국수를 삶아주세요. (소면을 삶을 경우 찬물 반 컵을 2~3회 반복해서 부어 삶아주세요.)',' 흐르는 찬물에 중면을 여러 번 씻어 전분기를 없애고, 돌돌 말아 채반에 밭쳐 물기를 빼 주세요.',' 그릇에 삶은 국수를 담고 열무김치, 삶은달걀, 오이를 올린 후 차게 살얼음이 생긴 육수를 붓고 통깨를 뿌려주세요.']",['메인요리'],2인분,"['중면','열무김치']","['중면','열무김치','열무김치 국물','오이','삶은달걀','통깨','물','다시마','멸치','식초','설탕','소금']",아삭하고 개운한 열무김치는 입맛 없는 여름에 꼭 찾게 되곤 하죠. 풍부한 비타민은 물론 기억력 향상에도 좋은 재료가 바로 열무랍니다. 감칠맛나는 육수의 맛에 국물까지 싹 비우게 되는 한 사발~ 맛깔나게 만들어 여름 별미로 즐겨보세요.
감자전,"[' 감자를 강판에 갈아 체에 밭치고, 감자에서 나온 물은 볼에 담아주세요.(갈은 감자에 수분이 촉촉이 남도록 짜내지 않고, 체에만 밭쳐 나온 수분만 빼내주세요.)',' 물 아래 가라앉은 전분만 남기고 윗물을 따라 버려주세요.',' 볼에 가라앉은 전분과 갈아 놓은 감자, 소금 넣고 섞어주세요.',' 달군 팬에 기름을 넉넉히 두르고, 반죽을 두툼하게 올려 바삭하게 구워주세요.',' 초간장을 곁들여 따뜻할 때 즐겨주세요.']","['메인요리', '안주']",2인분,['감자'],"['감자','소금','식용유','간장','식초','물','청양고추']","비가 오거나 술 한 잔 마시고 싶은 날, 꼭 생각나는 요리들이 있죠. 고소하고 쫀득한 감자전도 그렇답니다. 감자만 있다면 어렵지 않게 만들 수 있어 자주 찾게 되는 레시피예요~ 여러 방법으로 감자전을 만들 수 있지만, 오늘은 강판에 갈아 부드럽게 만들어봤어요. "
파티초밥,"[' 단무지는 먹기 좋은 길이로 자르고 크래미, 오이, 파프리카는 채를 썰어주세요. 아보카도는 반으로 잘라 씨를 뺀 후 껍질을 벗겨 먹기 좋은 크기로 썰어주세요.',' 달걀은 약간의 소금을 넣고 지단을 부쳐 도톰하게 채썰고, 김은 살짝 구운 후 6등분으로 잘라주세요.',' 배합초 재료를 섞어 전자레인지에서 설탕이 녹을 때까지 1분정도 돌린 후, 고슬하게 지은 밥에 넣고 주걱으로 가르듯이 빠르게 섞어 주세요.',' 간장소스 재료를 섞어주세요.',' 접시에 준비된 재료를 담고, 김, 밥과 함께 기호에 따라 원하는 재료를 넣고 싼 후 간장소스를 곁들여주세요.']",['초대요리'],2인분,['밥'],"['밥','크래미','단무지','당근','오이','달걀','아보카도','파프리카','무순','김','식초','설탕','소금','간장','물','연와사비']","다양한 재료들로 개성있는 초밥을 만들어 먹는 레시피예요. 초대요리와 홈파티, 색다른 도시락으로 활용할 수도 있답니다. 복잡한 조리과정 없이 재료를 다듬기만 하면 근사하게 완성돼요. 좋은 날을 특별하게, 평범한 날도 소중하게 만들어주는 레시피예요."
아란치니,"[' 양파와 파프리카, 베이컨은 잘게 잘라주세요.',' 달군 팬에 약간의 올리브유를 두르고 베이컨, 양파, 파프리카를 넣은 후 약간의 소금과 후추를 넣어 볶아주세요.',' 밥과 볶은 베이컨, 야채, 피자치즈, 약간의 소금, 후추를 볼에 넣어 섞어주세요.',' 밥을 먹기 좋은 크기로 동그랗게 만든 후 밀가루-달걀물-빵가루 순으로 묻혀 170도의 기름에서 노릇하게 튀겨주세요. 볼에 소스재료를 넣고 섞어주세요.',' 아란치니에 소스와 어린잎새싹을 곁들여주세요.']","['메인요리', '간식', '초대요리', '양식']",10개 분량,"['밥','베이컨']","['밥','베이컨','양파','파프리카','피자치즈','밀가루','달걀','빵가루','어린잎 새싹','식용유','시판 토마토소스','다진 양파','다진 토마토','올리브유','레몬즙','파슬리가루','소금','후추']","매일 먹는 밥이 이국적인 요리로 변신했어요. 바로 시칠리아의 전통 음식인 아란치니인데요. 주재료인 쌀을 활용해 낯설지 않고 맛있게 즐길 수 있답니다. 색색의 과일, 야채와 함께 접시에 멋스럽게 올려 활용해보세요. "
모닝빵 핫도그,"[' 치커리는 먹기 좋게 자른 후 찬물에 담갔다가 물기를 제거하고, 양파와 피클은 굵게 다져 물기를 제거해주세요.체더치즈는 대각선으로 4등분해서 잘라주세요.',' 비엔나 소시지는 어슷하게 칼집을 넣어 달군 팬에서 2분정도 볶아주세요.(또는 비엔나 소시지는 끓는 물에 살짝 데쳐서 사용하셔도 된답니다)',' 모닝빵의 가로로 반절정도 되는 부분까지 칼집을 넣어주세요.',' 모닝빵 밑면에 스프레드를 바르고 체더치즈-치커리-다진 오이피클+다진 양파-비엔나 소시지 순으로 올리고 케첩과 머스터드 소스를 뿌려주세요.(아이들 간식용으로 만드실 때는 허니 머스터드소스를 뿌려주셔도 좋답니다)',' 브런치 메뉴, 아이들 간식, 간편한 한끼로 활용해보세요.']","['메인요리', '간식', '양식', '분식', '도시락']",6개 분량,"['모닝빵','비엔나 소시지']","['모닝빵','비엔나 소시지','치커리','체더치즈 슬라이스','양파','오이피클','케첩','머스터드','마요네즈','머스터드']","아이들도 좋아하고, 어른들도 즐겨먹는 소시지를 모닝빵에 넣으면 색다른 핫도그를 만들 수 있어요. 사이즈는 작지만 야채, 치즈까지 푸짐하게 넣어 든든하답니다. 브런치 메뉴부터 간식까지 활용할 곳이 많은 레시피예요."
돼지고기 김치찌개,"[' 돼지고기는 먹기 좋게 썰어 고기양념에 밑간하여 15분 정도 재워주세요.',' 배추김치와 두부는 먹기 좋게 썰고, 대파는 어슷하게 썰어 주세요',' 냄비에 약간의 기름을 두르고 돼지고기를 넣어 2분 정도 볶아 표면이 살짝 익으면, 김치를 넣어 3~4분 정도 더 볶아준 후 국물재료 넣어 15분 정도 끓여주세요.',' 두부와 대파를 넣고 2분 정도 더 끓이다가 불을 꺼주세요.',' 기호에 따라 소금으로 간을 조절해 맛있게 즐겨주세요.']",['메인요리'],3~4인분,"['돼지고기(앞다리살 또는 목살)','배추김치']","['돼지고기','배추김치','두부','대파','다시마 멸치물','고춧가루','김치국물','맛술','다진마늘','소금','생강가루','후추']",밥 한 공기를 뚝딱하게 만드는 얼큰한 국물맛이 일품~ 돼지고기 김치찌개를 만들었어요. 푸짐하게 넣은 돼지고기와 김치가 숟가락을 멈출 수 없게 만든답니다. 언제 먹어도 맛있는 돼지고기 김치찌개로 즐거운 식탁을 만들어보세요.
훈제오리샐러드,"[' 잎채소는 먹기 좋게 잘라 찬물에 담갔다가 물기를 제거해주세요.',' 빨간 파프리카와 레드양파는 채를 썰고, 오렌지는 껍질을 제거한 후 알맹이부분만 칼집을 넣어 빼주세요.',' 오렌지주스를 냄비에 넣고 3분정도 끓여 주스가 반정도 될 때까지 졸여준 후 식혀 드레싱재료와 함께 섞어주세요. (알맹이를 뺀 오렌지는 즙을 내어 드레싱에 섞어주세요.)',' 훈제오리는 달군 팬에 올려 2분정도 구운 후 기름기를 제거해 주세요.',' 접시에 훈제오리와 잎채소, 파프리카, 레드양파, 오렌지 알맹이를 담고 먹기 직전에 드레싱을 뿌려주세요.']",['초대요리'],0,['훈제오리'],"['훈제오리','빨간 파프리카','레드양파 ','오렌지','잎채소','올리브유','식초','올리고당','소금','후추','오렌지주스']","야채만 먹기에는 심심하고, 금방 허기가 지는 것 같다면 훈제오리샐러드를 만들어보세요. 기름기를 뺀 훈제오리에 오렌지가 더해진 드레싱이 자꾸만 손이 간답니다. 간단하게 만들어 손님상에 올리기에도 좋고, 가족 건강을 챙기는 메뉴로도 추천해요."
주꾸미샤브샤브,"[' 주꾸미는 머리부분을 뒤집어 내장과 먹물을 제거한 후, 다리 안쪽의 입과 눈을 제거하고 밀가루를 넣어 발판을 주물러 씻고 물로 깨끗하게 헹궈주세요.',' 무와 봄동은 먹기 좋게 자르고, 미나리와 대파는 5센티 길이로 잘라주세요. 청양고추는 어슷하게 자르고, 만가닥버섯은 밑동을 잘라서 준비해주세요.',' 냄비에 다시마물 4컵과 무를 넣고 끓이다가 무가 익으면 육수소스를 넣고, 손질한 채소들을 넣은 후 마지막에 주꾸미를 넣어 살짝 익혀주세요.',' 익힌 채소와 주꾸미는 간장소스나 시판 초고추장을 곁들여주세요.(기호에 따라 남은 국물에 칼국수를 넣고 삶아 드시거나 달걀과 다진야채, 김가루 등을 넣어 죽을 만들어 드셔도 맛있답니다.)']","['초대요리', '메인요리', '안주']",2인분,['주꾸미'],"['주꾸미','봄동','미나리','만가닥버섯','청양고추','대파','무','국간장','맛술','소금','간장','맛술','고추냉이','레몬즙','물','다시마','멸치','마늘']",야들야들 씹히는 맛이 일품인 주꾸미! 봄 제철을 맞은 주꾸미를 듬뿍 넣어 샤브샤브를 만들어보세요~ 다양한 버섯과 야채가 어우러진 담백한 국물이 환상적이랍니다! 봄의 피로를 싹 날려줄 주꾸미 샤브샤브로 힘나는 하루 보내세요! 
닭가슴살샐러드,"[' 닭가슴살은 우유에 10분 정도 담가두었다가 건져 낸 후, 물에 헹궈 물기를 제거하고 밑간 재료에 10분간 재워주세요.',' 로메인과 라디치오는 먹기 좋은 크기로 자르고, 찬물에 담갔다가 물기를 제거해주세요.',' 방울토마토와 양파는 얇은 링으로 썰어주세요.',' 달군 팬에 약간의 올리브유를 두르고 닭가슴살의 표면을 노릇하게 구운 후, 약불로 줄이고 뚜껑을 닫아 10~12분 정도 은근히 구워 속까지 익혀주세요.',' 볼에 드레싱 재료를 넣고 섞어주세요. 접시에 잎채소를 담은 후, 구워놓은 닭가슴살을 먹기 좋게 잘라 올리고 드레싱을 뿌려주세요.']","['초대요리', '다이어트']",2~3인분,['닭가슴살'],"['닭가슴살','양파','로메인','라디치오','토마토','이태리파슬리','우유','올리브유','올리브유','맛술','머스터드','다진 마늘','소금. 후추','로즈마리','올리브유','간장','식초','다진 양파','설탕','참기름','다진 마늘','소금. 후추']","다이어트 식단으로 많이 드시는 닭가슴살. 몸에 좋은 야채를 듬뿍 넣고, 노릇하게 구운 닭가슴살을 활용한 샐러드를 준비해보세요. 든든한 한끼로도 손색없답니다. 닭가슴살 샐러드로 건강한 하루 보내세요!"
봉골레파스타,"[' 바지락은 흐르는 물에 비벼 깨끗이 씻은 후 약간의 소금을 넣은 물에 담가 해감해주세요.',' 마늘은 편으로 썰고 방울토마토를 2등분 한 후 양파, 페페론치노, 이태리파슬리는 굵게 다져주세요.',' 물 8컵에 굵은 소금 1/2큰술을 넣어 스파게티면을 6분 정도 삶고, 넓은 그릇에 펼친 후 올리브오일을 뿌려주세요. (면 삶은 물 1/4컵은 남겨두세요.)',' 팬에 올리브오일을 두르고 마늘을 넣고 살짝 볶다가 양파와 페페론치노를 넣은 후 약간의 소금과 후추로 밑간하여 1분 정도 볶아주세요.',' 바지락과 화이트와인, 면 삶은 물을 넣어 조개 입이 벌어질 때까지 끓여주세요. 삶은 스파게티 면을 넣고 1~2분 정도 볶아주세요.',' 방울토마토를 넣고 살짝 볶아주다가 약간의 소금과 후추로 간을 하고 이태리파슬리와 올리브오일을 뿌려주세요.']","['초대요리', '양식']",2인분,"['스파게티','바지락']","['스파게티','바지락','마늘','방울토마토','양파','페페론치노 ','이태리파슬리','올리브오일','화이트와인','스파게티 삶은물','소금. 후추']",이탈리아어로 조개를 의미하는 봉골레! 바지락을 듬뿍 넣어 감칠맛을 살린 봉골레 파스타를 준비해봤어요. 간단하지만 분위기 있는 식탁을 만들어주는 마법 같은 요리랍니다. 봉골레 파스타로 사랑스러움을 더해보세요.
치즈닭갈비,"[' 닭은 껍질을 제거하고, 우유에 30분 정도 담갔다가 물에 헹궈 먹기 좋은 크기로 잘라주세요.볼에 양념장 재료를 넣고 고루 섞은 후 닭을 넣어 30분 정도 재워주세요.',' 양파는 채를 썰고 고구마, 양배추, 깻잎은 한입 크기로 썰어두고 대파와 청양고추, 홍고추는 어슷하게 썰어 준비해주세요.',' 달군 팬에 약간의 기름을 두르고 닭과 고구마를 넣어 볶다가 고구마가 살짝 익으면 양파와 양배추, 떡을 넣어 5분 정도 볶아주세요.',' 대파와 청양고추, 홍고추, 깻잎을 넣어 1분 정도 볶다가 모차렐라 치즈를 올린 후 팬뚜껑을 닫고, 약한 불에 3~5분 정도 익혀 치즈가 녹으면 불을 꺼주세요.',' 완성된 요리를 그릇에 담아 마무리해주세요.']","['초대요리', '안주', '안주', '퓨전']",3~4인분,['닭다리살'],"['닭다리살','고구마','양파','양배추','청양고추','홍고추','대파','깻잎','떡볶이 떡','모차렐라치즈','우유','고추장','고춧가루','맛술','간장','설탕','다진 마늘','올리고당','카레가루','생강즙','참기름','후추','깨']",매콤한 닭갈비를 치즈에 폭 찍어 먹으면 하루의 피로가 싹~  맛있게 매워 젓가락질을 멈출수 없는 치즈닭갈비랍니다. 첫 한입부터 마지막 볶음밥의 매력까지! 푸짐한 치즈닭갈비로 힘 나는 하루를 만들어보세요.
카레우동,"[' 쇠고기는 키친타올에 올려 핏물을 제거한 후 먹기 좋은 크기로 썰고, 양파는 채를 썰고, 대파는 4센치 길이로 가늘게 채를 썰어주세요.달군 냄비에 버터를 넣고 녹인 후 양파를 넣어 2분간 볶다가 쇠고기, 다진마늘을 넣고 약간의 소금과 후추를 뿌려 2분간 익혀주세요.',' 볶은 쇠고기에 다시마물 5컵을 넣고 국물이 끓어오르면 불을 줄여 카레가루를 두세번에 나눠 넣으며 잘 풀어주고, 10분 정도 더 끓인 후 약간의 소금과 후추로 간을 해주세요.냄비에 물이 끓으면 우동면을 넣고 2~3분 삶아 건져낸 후 찬물에 헹궈 물기를 제거해 주세요.',' 그릇에 우동면을 담고 카레국물을 넣은 후 채를 썬 파를 올려주세요.']","['초대요리', '메인요리', '일식']",2인분,"['쇠고기','우동면','카레가루']","['쇠고기','우동면','양파','대파','카레가루','다진 마늘','버터','소금.후추','물','다시마','멸치']","진한 향만으로도 입맛 다시게 하는 카레! 거기에 탱글한 우동면을 더한 카레우동을 내어볼게요. 쌀쌀한 날씨에 호로록 소리를 내며 먹기에 안성맞춤이랍니다. 쇠고기의 풍미를 더해 뭉근하게 끓여낸 따뜻한 한 그릇의 행복,카레우동으로 든든한 하루 보내세요."
수육전골,"[' 쇠고기 양지를 찬물에 담가 30분 정도 핏물을 빼주세요.고기가 잠길 정도의 물과 고기 삶는 재료를 냄비에 넣고, 물이 끓어오르면 고기를 넣어 1시간정도 삶은 후 얇게 편으로 썰어주세요.',' 부추는 깨끗이 씻어 7센치 길이로 썰고, 팽이버섯은 밑동을 잘라주세요. 청양고추는 링으로 썰고, 양파는 굵게 다져 소스 재료와 섞어주세요.',' 냄비에 부추와 팽이를 돌려 담고, 썰어놓은 고기를 올려주세요.',' 냄비에 국물 재료를 넣고, 국물이 끓어오르면 약한불로 줄여 2분 정도 더 끓이다가 불을 끄고, 고기와 익은 야채에 소스를 곁들여주세요.TIP. 기호에 따라 남은 국물에 칼국수를 넣거나 다진 양파, 부추, 당근 등과 김가루, 밥을 넣어 죽을 만들어 드셔도 맛있답니다.']",['초대요리'],2~3인분,['쇠고기 양지'],"['쇠고기 양지','부추','팽이버섯','대파','양파','마늘','생강','통후추','간장','물','맛술','설탕','식초','양파','청양고추','시판 사골육수','소금. 후추']","한입만 먹어도 반하는 부드러운 양지와 담백한 국물이 어우러져 절로 힘이 나는 수육전골이에요. 졸아든 국물에 칼국수나 죽을 더하면 마지막까지 맛있게 먹을 수 있답니다. 가족뿐만 아니라 고마운 사람들과 함께 하기에 좋은 수육전골, 꼭 만들어보세요.
"
육개장,"[' 냄비에 핏물을 뺀 쇠고기와 큼직하게 썬 대파, 양파, 무 그리고 고기가 잠길 정도의 물을 넣어 15분간 끓인 후 무만 건져 나박하게 썰어주세요. 1시간 더 삶아 국물은 체에 걸러두고 쇠고기는 결대로 찢습니다.(쇠고기는 미리 찬물에 30분간 담가 핏물을 빼주세요.)',' 대파, 숙주, 고사리, 느타리버섯은 끓는 물에 소금을 약간 넣어 데치고 토란대는 삶은 후 찬물에 담갔다가 결대로 찢어주세요.',' 냄비에 쇠고기, 대파, 숙주, 고사리, 느타리버섯, 토란대, 양념 재료를 넣어 버무려주세요.',' 냄비에 STEP 1의 걸러둔 국물과 무를 넣고 20분간 중간불에서 끓입니다. 마지막에 국간장, 소금, 후추로 간을 해주세요.',' 그릇에 담아 마무리해주세요.',' 기호에 따라 칼국수면을 삶아 육개장에 곁들여도 좋답니다.']","['초대요리', '메인요리']",3~4인분,['쇠고기 양지머리'],"['쇠고기 양지머리','대파','숙주','불린 고사리','느타리버섯','불린 토란대','소금','칼국수면','대파','양파','무','국간장','고춧가루','맛술','고추기름','다진 마늘','소금.후추']","뜨끈하고 얼큰한 육개장 한 그릇이면 다른 반찬 없이도 밥 한그릇이 뚝딱이지요. 푹 삶아 결대로 풀어진 쇠고기와 고사리, 숙주, 토란대 등의 갖은 채소가 고루 들어간 육개장은 얼큰해서 속을 기분좋게 데워준답니다. 이렇게 뜨끈한 국물을 들이키고 땀 한 번 쭉 흘리고 나면 몸 속 불필요한 노폐물이 배출되고 혈액 순환이 개선되는 효과까지 있다고 해요.
칼칼한 육개장에 칼국수면까지 곁들여주면 유명한 ‘맛집’ 부럽지 않은 요리가 된답니다."
황태구이,"[' 황태는 대가리, 꼬리, 지느러미를 떼고 물에 적신 후 냉장고에 넣어 1시간 동안 불립니다. 불린 황태의 등껍질에 잔 칼집을 넣어주세요.',' 양념 재료를 모두 섞어 황태에 골고루 발라 1시간 동안 재워주세요.',' 달군 팬에 식용유를 두르고 중약불에서 황태를 노릇하게 구운 후 마지막에 들기름을 약간 뿌려주세요.',' 대파는 곱게 채 썰고 찬물에 잠깐 담가 매운맛을 빼주세요. 그릇에 대파 채를 깔고 황태구이를 올린 후 송송 썬 실파와 통깨를 뿌려줍니다.']","['메인요리', '초대요리']",2인분,['황태'],"['황태','대파','양파','무','식용유','들기름','실파.통깨','무즙','양파즙','맛술','들기름 또는 참기름','다진 대파','설탕','간장','올리고당','고추장','고춧가루','다진 마늘','생강즙','후추']",추운 겨울 강원도 진부령으로 여행길에 먹었던 빨간 황태구이는 지금도 생각만 하면 군침이 돌 정도로 맛있었답니다. 한겨울 내내 덕장에서 얼고 녹기를 수차례 반복한 명태는 단백질이 두 배 이상 늘어나 고단백의 황태가 된답니다. 영양가가 높아 아이들 건강 반찬으로 좋고 어른들 술안주로도 그만이지요. 파채를 곁들여 매콤하게 즐겨보세요.
쇠고기갈비찜,"[' 냄비에 핏물을 빼고 살짝 데친 갈비와 큼직하게 썬 양파, 대파, 물 10컵을 넣고 센불에서 1시간 이상 삶습니다.(갈비는 30분간 찬물에 담가 핏물을 빼고 끓는 물에 살짝 데친 후 찬물에 헹궈 준비해주세요.)',' 갈비 삶은 국물은 체에 걸러두고 고기는 결 반대 방향으로 칼집을 넣습니다. 양념 재료를 잘 섞은 후 갈비를 양념에 30분 이상 재워주세요.',' 무와 당근은 한입 크기로 자른 후 모서리를 둥글게 다듬고 홍고추는 어슷하게 썰어줍니다. 표고버섯은 4등분하고 밤은 껍질을 까주세요.',' 냄비에 갈비와 갈비 삶은 국물 3컵을 넣고 센 불에서 20분간 끓이다가 다듬은 채소를 넣고 중간불에서 15~20분간 끓입니다.',' 참기름을 약간 뿌려 마무리해주세요.']","['메인요리', '초대요리']",3~4인분,['쇠고기 갈비'],"['쇠고기 갈비','양파','대파','물','무','당근','홍고추','표고버섯','밤','배즙','간장','맛술','설탕','올리고당','다진 대파','다진 마늘','생강즙','후추','참기름']","예로부터 임금님 수라상에 올랐던 귀한 음식인 갈비찜은 명절이면 빠지지 않고 등장하는 음식이죠. 생일상이나 집들이 음식으로도 두루 사랑 받고 있어요. 알맞게 익어 야들야들하고 ‘달콤짭짜름’한 갈비와 쫄깃한 표고버섯, 고소한 밤과 은행까지 골고루 맛보다 보면 만족스러운 한 끼 식사가 되지요."
